,P1eff,P2eff,P3eff,P4eff,P5eff,SSP1,SSP2,SSP3,SSP4,SSP5,cc,tri,elev,For_Evergr,cell_id
274,36,36,3,0,0,P1,P2,P3,P4,P5,73.97239649,1.647139888,1426.363958,1,218
275,34,0,0,0,0,P1,P2,P3,P4,P5,61.97491114,2.47560094,1869.161922,1,220
276,36,27,0,0,0,P1,P2,P3,P4,P5,60.08112064,1.484931321,1887.099644,1,220
277,36,35,0,0,0,P1,P2,P3,P4,P5,46.20660811,2.059484005,1627.416667,0.858,221
278,36,30,0,0,0,P1,P2,P3,P4,P5,52.0984912,1.603673414,1687.278863,0.924,221
279,36,31,0,0,0,P1,P2,P3,P4,P5,51.98118336,3.166116935,1267.768683,0.821,222
280,36,36,16,0,0,P1,P2,P3,P4,P5,65.18657185,1.659859028,1415.696649,1,224
281,36,36,15,0,0,P1,P2,P3,P4,P5,64.96965892,1.818294777,1393.003559,0.849,224
282,36,36,36,36,36,P1,P2,P3,P4,P5,53.31426776,2.440538587,1359.206463,0.794,225
283,36,36,36,36,36,P1,P2,P3,P4,P5,53.14372385,3.244871679,1365.375445,0.506,225
284,36,36,36,36,34,P1,P2,P3,P4,P5,45.46532579,1.100939816,1890.342294,0.972,227
285,36,36,36,36,35,P1,P2,P3,P4,P5,38.21926144,0.992138081,1928.132616,0.936,227
286,32,36,36,36,36,P1,P2,P3,P4,P5,59.16356411,3.160324617,1469.40636,0.991,228
287,32,31,36,36,36,P1,P2,P3,P4,P5,73.56868074,2.511857529,1331.601423,1,228
288,32,36,36,36,36,P1,P2,P3,P4,P5,70.36034338,1.580191232,1655.787879,1,229
289,32,36,36,36,12,P1,P2,P3,P4,P5,72.2481706,1.749346258,1687.234875,0.992,229
290,36,36,36,36,36,P1,P2,P3,P4,P5,51.25167645,3.131777517,1432.694346,0.58,230
291,36,36,36,36,36,P1,P2,P3,P4,P5,45.04044426,2.667780386,1431.8879,0.249,230
292,36,22,0,0,0,P1,P2,P3,P4,P5,47.26026823,2.356858847,1228.304813,0.265,231
293,36,32,0,0,0,P1,P2,P3,P4,P5,53.91907757,1.435795557,1563.955437,0.974,233
294,36,36,6,0,0,P1,P2,P3,P4,P5,62.79819782,1.308382963,1494.527434,0.991,233
295,36,36,36,36,30,P1,P2,P3,P4,P5,71.38023451,2.080210403,1198.095745,0.992,234
296,18,18,18,18,17,P1,P2,P3,P4,P5,70.01906558,3.439520498,1355.129204,0.987,234
297,36,36,3,0,0,P1,P2,P3,P4,P5,56.91317992,2.467039913,1798.758437,1,235
298,36,30,0,0,0,P1,P2,P3,P4,P5,53.76249216,1.816394257,1643.028419,0.952,235
299,36,30,0,0,0,P1,P2,P3,P4,P5,37.12544428,0.469679892,1108.797872,0.412,237
300,36,33,2,0,0,P1,P2,P3,P4,P5,45.64518828,0.974165915,1162.885714,0.703,237
301,18,18,18,18,17,P1,P2,P3,P4,P5,54.61411223,3.103186407,1617.930728,0.99,238
302,36,36,36,36,30,P1,P2,P3,P4,P5,58.65502092,3.121325518,1597.216696,0.998,238
303,36,36,36,36,32,P1,P2,P3,P4,P5,49.79179745,1.522616688,1514.017762,0.957,239
304,36,36,36,36,32,P1,P2,P3,P4,P5,55.22398995,2.281311948,1506.340989,0.976,239
305,36,36,36,36,35,P1,P2,P3,P4,P5,52.16562108,0.589070103,1401.818505,0.97,240
306,36,36,36,36,17,P1,P2,P3,P4,P5,60.21576416,1.473444545,1449.219031,0.992,240
307,36,36,36,36,34,P1,P2,P3,P4,P5,52.32573699,2.003967538,1692.27907,1,241
308,36,36,36,36,35,P1,P2,P3,P4,P5,57.03157014,2.684784568,1662.225979,1,241
309,28,36,36,36,36,P1,P2,P3,P4,P5,41.71653048,1.252613083,1685.78777,0.701,242
310,28,36,36,36,36,P1,P2,P3,P4,P5,47.17691343,0.770566769,1681.148673,0.762,242
311,32,36,36,36,36,P1,P2,P3,P4,P5,50.04564489,1.785907371,1849.197158,0.839,243
312,32,36,36,36,36,P1,P2,P3,P4,P5,44.25366876,2.355477908,1987.046763,0.854,243
313,26,36,36,36,36,P1,P2,P3,P4,P5,61.24178355,1.907438277,1855.881416,0.991,244
314,26,36,36,36,36,P1,P2,P3,P4,P5,57.3926406,1.718260047,1817.815929,1,244
315,26,36,36,36,36,P1,P2,P3,P4,P5,48.84808537,1.83098306,1783.588652,0.919,245
316,26,36,36,36,36,P1,P2,P3,P4,P5,56.72757683,1.847292305,1779.722615,1,245
317,27,36,36,36,36,P1,P2,P3,P4,P5,56.59417557,2.453752928,1728.227353,0.936,246
318,27,36,36,36,36,P1,P2,P3,P4,P5,62.46147404,2.732992431,1814.532743,1,246
319,26,36,36,36,36,P1,P2,P3,P4,P5,40.27034945,1.171517391,1445.594306,0.636,247
320,26,36,36,36,36,P1,P2,P3,P4,P5,52.86235837,1.444832402,1508.021352,0.942,247
321,36,36,36,36,28,P1,P2,P3,P4,P5,45.51548117,0.83882231,1385.090106,0.934,248
322,36,36,36,36,32,P1,P2,P3,P4,P5,48.15536013,0.55640656,1427.480427,0.998,248
323,36,36,36,36,26,P1,P2,P3,P4,P5,47.41355434,2.065327086,1647.873665,0.752,249
324,36,36,36,36,30,P1,P2,P3,P4,P5,54.484424,3.164263831,1732.804233,0.94,249
325,36,36,36,36,20,P1,P2,P3,P4,P5,44.32564962,0.701184898,1338.223214,0.837,250
326,36,36,36,36,26,P1,P2,P3,P4,P5,40.99728204,1.105514507,1381.401408,0.675,250
327,18,18,18,18,17,P1,P2,P3,P4,P5,47.53862257,3.148743017,1514.907308,0.9,251
328,12,0,0,0,0,P1,P2,P3,P4,P5,48.87016517,3.443773653,1573.559292,0.719,251
329,36,36,36,18,0,P1,P2,P3,P4,P5,75.85974843,2.936948496,1579.038801,1,253
330,36,36,36,24,0,P1,P2,P3,P4,P5,69.29040351,3.172429317,1654.194296,0.987,253
331,36,36,36,18,0,P1,P2,P3,P4,P5,69.66289545,2.497953032,1654.892606,1,254
332,36,36,36,16,0,P1,P2,P3,P4,P5,64.72395724,2.600053986,1670.286477,0.996,254
333,36,36,36,20,0,P1,P2,P3,P4,P5,41.36987448,0.773298217,1558.515901,0.831,255
334,36,36,36,24,0,P1,P2,P3,P4,P5,32.57689893,0.996623447,1558.966071,0.878,255
335,36,35,35,34,28,P1,P2,P3,P4,P5,44.01548441,1.199793054,1752.626335,0.908,256
336,34,36,35,34,26,P1,P2,P3,P4,P5,36.31151997,0.776070722,1755.809947,0.808,256
337,20,36,36,36,36,P1,P2,P3,P4,P5,36.47426778,0.40084578,1686.660142,0.765,259
338,36,36,36,36,12,P1,P2,P3,P4,P5,52.20614677,0.589976606,1542.364437,1,260
339,36,36,36,36,14,P1,P2,P3,P4,P5,49.04892327,0.398641353,1522.340426,1,260
340,36,36,36,36,18,P1,P2,P3,P4,P5,52.58343789,0.585005399,1536.80354,0.996,261
341,36,36,36,36,12,P1,P2,P3,P4,P5,49.10857263,0.476741047,1550.30373,0.953,261
342,36,36,36,22,0,P1,P2,P3,P4,P5,47.48323554,1.614022854,1650.959075,0.732,263
343,36,36,36,36,12,P1,P2,P3,P4,P5,36.24801338,0.944619399,1896.190053,0.979,264
344,36,36,36,36,24,P1,P2,P3,P4,P5,32.00334588,0.782931438,1813.083929,0.87,264
345,36,36,36,36,28,P1,P2,P3,P4,P5,54.541083,0.573600864,1656.397527,1,266
346,36,36,36,36,28,P1,P2,P3,P4,P5,57.61536851,0.98342181,1682.935943,1,266
347,36,36,36,17,0,P1,P2,P3,P4,P5,32.49225293,0.480182653,1636.513417,0.828,267
348,36,36,36,6,0,P1,P2,P3,P4,P5,31.85511185,0.25319417,1621.617857,0.844,267
349,36,36,36,36,27,P1,P2,P3,P4,P5,34.38360176,0.271234479,1604.379679,0.987,268
350,36,36,36,36,28,P1,P2,P3,P4,P5,35.43493724,0.191515206,1610.224599,0.788,268
351,36,36,36,36,24,P1,P2,P3,P4,P5,45.08010876,0.314218329,1702.765542,0.795,269
352,36,36,36,36,28,P1,P2,P3,P4,P5,62.22634003,1.021069437,1742.318021,0.931,269
353,20,36,36,36,36,P1,P2,P3,P4,P5,60.21079046,0.572431168,1847.513417,0.998,271
354,20,36,36,36,36,P1,P2,P3,P4,P5,41.79778335,0.534898363,1831.393939,0.955,271
355,20,36,36,36,36,P1,P2,P3,P4,P5,60.48545721,1.496717035,1837.888496,0.987,272
356,20,36,36,36,36,P1,P2,P3,P4,P5,60.46853439,1.303491092,1762.024691,0.994,272
357,36,36,36,36,11,P1,P2,P3,P4,P5,45.10362152,1.376707098,1932.200355,0.893,273
358,36,36,36,36,23,P1,P2,P3,P4,P5,57.1741949,2.011598633,1889.760141,1,273
359,36,36,36,36,20,P1,P2,P3,P4,P5,53.68889818,2.473020291,1727.816578,0.964,274
360,36,36,36,36,0,P1,P2,P3,P4,P5,59.57286222,1.208774448,1715.878571,0.957,274
361,22,36,36,36,36,P1,P2,P3,P4,P5,51.47538236,0.995443527,1972.231449,0.974,275
362,22,36,36,36,36,P1,P2,P3,P4,P5,51.07317583,1.295868473,1926.181172,1,275
363,20,36,36,36,36,P1,P2,P3,P4,P5,51.56136316,0.508638485,1896.94306,0.975,276
364,20,36,36,36,36,P1,P2,P3,P4,P5,41.26510558,0.715411205,1954.245552,0.731,276
365,36,36,36,36,15,P1,P2,P3,P4,P5,34.12803856,0.307352413,1780.688496,0.765,277
366,36,36,36,36,9,P1,P2,P3,P4,P5,36.31904662,0.31432801,1783.021314,0.761,277
367,23,36,36,36,36,P1,P2,P3,P4,P5,52.69893149,0.483603983,1962.096601,1,278
368,26,36,36,36,36,P1,P2,P3,P4,P5,52.33731156,0.633478378,1982.717082,1,278
369,0,32,36,36,36,P1,P2,P3,P4,P5,11.19109346,0.886027434,1944.736749,0.053,279
370,0,32,36,36,36,P1,P2,P3,P4,P5,24.93567987,1.107091626,1964.561717,0.396,279
371,26,36,36,36,36,P1,P2,P3,P4,P5,46.46987448,1.078021338,2101.059246,0.92,280
372,26,36,36,36,36,P1,P2,P3,P4,P5,37.26230882,0.391967007,2123.495575,0.858,280
373,20,36,36,36,36,P1,P2,P3,P4,P5,23.89341167,2.218576295,1881.849732,0.36,281
374,20,36,36,36,36,P1,P2,P3,P4,P5,25.67154506,2.08633674,1923.041219,0.343,281
375,20,36,36,36,36,P1,P2,P3,P4,P5,49.17639674,0.593934911,1588.174377,0.918,282
376,20,36,36,36,36,P1,P2,P3,P4,P5,53.73827471,0.486753631,1561.402154,0.972,282
377,36,36,36,36,6,P1,P2,P3,P4,P5,50.522285,0.54310113,1744.110517,0.781,283
378,36,36,36,36,6,P1,P2,P3,P4,P5,62.84181856,0.787139143,1734.033808,1,283
379,27,36,36,36,36,P1,P2,P3,P4,P5,62.09456067,0.804268948,1650.285205,0.9,284
380,27,36,36,36,36,P1,P2,P3,P4,P5,47.30844835,0.992317685,1660.676106,0.811,284
381,26,36,36,36,36,P1,P2,P3,P4,P5,51.11229834,0.886915427,1533.266071,1,285
382,26,36,36,36,36,P1,P2,P3,P4,P5,38.81389994,0.659827988,1442.383392,0.749,285
383,20,36,36,36,36,P1,P2,P3,P4,P5,60.26524199,1.35043003,1606.093525,1,286
384,20,36,36,36,36,P1,P2,P3,P4,P5,59.84505863,2.029295825,1599.689408,0.989,286
385,26,36,36,36,36,P1,P2,P3,P4,P5,37.02853546,1.265342233,1528.452128,0.945,287
386,26,36,36,36,36,P1,P2,P3,P4,P5,30.50041964,1.27925103,1490.591873,0.934,287
387,26,36,36,36,36,P1,P2,P3,P4,P5,52.01215423,1.948037986,1795.689964,0.951,288
388,26,36,36,36,36,P1,P2,P3,P4,P5,47.45359313,1.36727289,1737.673179,0.949,288
389,32,36,36,36,36,P1,P2,P3,P4,P5,53.67698097,0.884384519,1939.434938,0.806,289
390,32,36,36,36,36,P1,P2,P3,P4,P5,55.54615868,0.811122559,1857.811388,0.869,289
391,27,36,36,36,32,P1,P2,P3,P4,P5,43.94195306,0.354797527,1624.576786,0.873,290
392,28,36,36,36,36,P1,P2,P3,P4,P5,59.23857442,1.20867676,1682.00708,0.837,290
393,26,36,36,36,36,P1,P2,P3,P4,P5,54.87068424,0.48668308,1697.065371,0.989,291
394,26,36,36,36,36,P1,P2,P3,P4,P5,62.41058356,0.990443151,1771.919929,0.998,291
395,32,36,36,36,36,P1,P2,P3,P4,P5,54.55653266,0.90165951,1649.735612,1,293
396,32,36,36,36,36,P1,P2,P3,P4,P5,53.14687369,0.564121489,1646.959002,1,293
397,32,36,36,36,36,P1,P2,P3,P4,P5,68.54861693,0.374239033,1654.56383,0.996,294
398,32,36,36,36,36,P1,P2,P3,P4,P5,63.92225482,0.337716944,1674.238351,1,294
399,32,36,36,36,36,P1,P2,P3,P4,P5,57.07986619,0.776860798,1493.768683,1,295
400,32,36,36,36,36,P1,P2,P3,P4,P5,71.50585774,0.524400608,1479.94306,1,295
401,32,36,36,36,36,P1,P2,P3,P4,P5,7.976944037,0.697016461,1417.883186,0.036,296
402,32,36,36,36,36,P1,P2,P3,P4,P5,18.79338497,0.706969046,1412.523979,0.019,296
403,32,36,36,36,36,P1,P2,P3,P4,P5,17.79732274,2.142266058,1082.563604,0.076,297
406,26,36,36,36,36,P1,P2,P3,P4,P5,43.8087466,0.490831681,1396.129893,0.914,299
407,26,36,36,36,36,P1,P2,P3,P4,P5,44.43403722,0.998445666,1404.301786,0.987,299
408,36,36,0,0,0,P1,P2,P3,P4,P5,38.06460381,3.580200614,1451.344583,0.452,300
409,36,36,8,0,0,P1,P2,P3,P4,P5,34.20431685,3.31099765,1534.017986,0.395,300
410,36,36,36,36,22,P1,P2,P3,P4,P5,47.87536718,1.354411765,1392.078153,0.65,301
411,36,36,36,36,11,P1,P2,P3,P4,P5,54.91980737,1.614751131,1379.076106,0.766,301
412,36,36,36,36,20,P1,P2,P3,P4,P5,69.17423133,2.171297981,1232.434397,0.879,303
413,36,36,36,30,0,P1,P2,P3,P4,P5,64.00439698,2.334159542,1262.267857,0.879,303
414,0,0,0,0,6,P1,P2,P3,P4,P5,60.87827362,1.740774405,1253.902998,0.61,307
415,36,36,36,36,9,P1,P2,P3,P4,P5,76.14871366,1.769624341,1226.853357,0.906,307
416,36,36,36,36,18,P1,P2,P3,P4,P5,80.74022171,1.316510634,1191.735714,0.748,308
417,36,36,36,36,11,P1,P2,P3,P4,P5,70.93894251,2.162656904,1135.951872,0.655,308
418,36,36,36,6,0,P1,P2,P3,P4,P5,86.68905629,3.569762684,949.4199288,0.998,309
419,36,36,36,18,0,P1,P2,P3,P4,P5,87.56772033,1.162165848,1006.598921,0.994,310
420,36,36,36,36,30,P1,P2,P3,P4,P5,68.97637466,3.309703858,933.770318,0.222,311
421,36,36,36,36,24,P1,P2,P3,P4,P5,68.84578364,4.151919942,909.0442478,0.251,311
422,36,36,36,36,22,P1,P2,P3,P4,P5,49.80543933,2.665723982,1261.136283,0.388,312
423,36,36,36,36,20,P1,P2,P3,P4,P5,57.67225482,1.826855204,1279.176157,0.704,312
424,0,26,36,36,36,P1,P2,P3,P4,P5,59.45794979,1.048190045,1437.537367,0.994,313
425,0,26,36,36,36,P1,P2,P3,P4,P5,57.26280577,1.182036199,1377.687831,1,313
426,36,32,0,0,0,P1,P2,P3,P4,P5,24.86765628,2.771032894,844.7557932,0.043,315
427,36,24,0,0,0,P1,P2,P3,P4,P5,52.68221757,4.277335984,832.0301418,0.377,315
428,36,36,36,36,23,P1,P2,P3,P4,P5,60.42029289,1.730086502,1815.375445,0.943,316
429,36,36,36,36,24,P1,P2,P3,P4,P5,67.04369642,1.576793116,1855.996448,1,316
430,26,36,36,36,36,P1,P2,P3,P4,P5,49.15,0.381550513,1491.60531,1,317
431,26,36,36,36,36,P1,P2,P3,P4,P5,45.44072758,0.520777057,1484.343972,0.991,317
432,36,36,36,24,0,P1,P2,P3,P4,P5,61.79343508,0.889159013,1699.518717,1,318
433,36,36,36,20,0,P1,P2,P3,P4,P5,67.26008781,1.927269044,1714.893993,0.996,318
434,0,32,36,36,36,P1,P2,P3,P4,P5,29.91200503,0.87623807,1741.921569,0.773,319
435,0,32,36,36,36,P1,P2,P3,P4,P5,36.95546728,1.171821538,1730.46714,0.848,319
436,0,32,36,36,36,P1,P2,P3,P4,P5,46.81679229,1.512943454,1656.574956,0.899,320
437,0,32,36,36,36,P1,P2,P3,P4,P5,42.01841004,1.975081037,1630.234875,0.685,320
438,0,32,36,36,36,P1,P2,P3,P4,P5,50.43842777,0.842091056,1760.702128,0.992,321
439,0,32,36,36,36,P1,P2,P3,P4,P5,53.50575193,1.13572971,1741.090265,0.983,321
440,32,36,36,36,36,P1,P2,P3,P4,P5,8.00334728,0.736893899,1402.259259,0.009,323
441,32,36,36,36,36,P1,P2,P3,P4,P5,5.783783784,0.910806942,1380.729204,0,323
442,32,36,36,36,36,P1,P2,P3,P4,P5,54.42875105,1.673085525,1580.457597,0.849,324
443,32,36,36,36,36,P1,P2,P3,P4,P5,46.3963964,2.162685632,1631.764184,0.806,324
444,36,36,36,36,10,P1,P2,P3,P4,P5,44.42656316,1.773778281,1574.021164,0.679,325
445,36,36,36,36,7,P1,P2,P3,P4,P5,76.4110391,2.958959276,1677,1,325
446,36,36,36,36,2,P1,P2,P3,P4,P5,51.11816468,2.124027853,1777.885362,0.996,326
447,36,36,36,6,0,P1,P2,P3,P4,P5,40.12447611,0.631870607,1694.641071,0.769,327
448,36,36,36,12,0,P1,P2,P3,P4,P5,42.72656904,0.523472698,1664.478571,0.82,327
449,36,36,36,18,0,P1,P2,P3,P4,P5,55.89335006,1.411009258,1688.838652,0.917,328
450,36,36,36,26,0,P1,P2,P3,P4,P5,60.6637335,1.661009258,1652.495528,0.904,328
451,36,36,36,22,0,P1,P2,P3,P4,P5,69.31959841,1.902803017,1464.886121,0.991,329
453,36,36,36,24,0,P1,P2,P3,P4,P5,43.18835114,1.504103936,1976.412811,0.837,330
454,36,36,36,12,0,P1,P2,P3,P4,P5,44.54275559,1.159917468,1942.268893,0.922,330
455,36,36,36,18,0,P1,P2,P3,P4,P5,42.67958927,1.923670358,1897.573975,0.868,331
456,36,36,36,12,0,P1,P2,P3,P4,P5,56.58891213,1.236771646,1721.467972,0.826,331
457,36,36,36,15,0,P1,P2,P3,P4,P5,52.86702906,1.655609003,1686.592129,0.983,332
458,36,36,36,18,0,P1,P2,P3,P4,P5,55.88449466,1.956389544,1667.270463,1,332
459,36,36,36,36,12,P1,P2,P3,P4,P5,63.94985313,3.021796266,1807.159292,0.812,333
460,36,36,36,36,5,P1,P2,P3,P4,P5,55.77547604,2.129262652,1961.405018,0.856,333
461,0,32,36,36,36,P1,P2,P3,P4,P5,58.98557391,1.992890781,1645.821942,0.638,335
462,0,32,36,36,36,P1,P2,P3,P4,P5,59.26719632,2.687262271,1568.508803,0.563,335
463,0,32,36,36,36,P1,P2,P3,P4,P5,42.60167364,1.374909305,2079.50444,0.991,336
464,0,26,36,36,6,P1,P2,P3,P4,P5,40.33702697,1.261382188,2052.702317,1,338
465,0,32,36,36,36,P1,P2,P3,P4,P5,28.78791048,1.338676764,2067.197183,0.969,338
466,0,32,36,36,36,P1,P2,P3,P4,P5,64.60317792,3.155403563,1896.830357,1,339
467,0,32,36,36,36,P1,P2,P3,P4,P5,63.42337445,2.479427793,1820.850088,1,339
468,0,32,36,36,36,P1,P2,P3,P4,P5,50.38393977,0.860791855,1370.479646,0.902,341
469,0,32,36,36,36,P1,P2,P3,P4,P5,70.34171381,1.754728507,1365.026738,1,341
470,0,27,36,36,36,P1,P2,P3,P4,P5,52.82463859,2.505491015,1883.701975,0.865,342
471,0,32,36,36,36,P1,P2,P3,P4,P5,53.85555788,1.530450172,1939.256684,0.907,342
472,0,32,36,36,36,P1,P2,P3,P4,P5,55.24512885,1.786576511,1619.128975,0.784,343
473,0,32,36,36,36,P1,P2,P3,P4,P5,47.89037657,3.288323652,1679.800705,0.379,343
474,36,36,36,6,0,P1,P2,P3,P4,P5,74.98994343,2.258936713,1064.660682,0.922,345
475,36,36,36,6,0,P1,P2,P3,P4,P5,82.48693289,2.038328162,1113.269027,0.885,345
476,36,18,0,0,0,P1,P2,P3,P4,P5,68.76066946,3.187579157,1527.21492,1,346
477,36,29,0,0,0,P1,P2,P3,P4,P5,77.83664505,2.58279074,1502.030249,0.987,346
478,36,36,36,36,22,P1,P2,P3,P4,P5,60.15429647,1.348736642,1652.306878,0.955,347
479,36,36,36,36,6,P1,P2,P3,P4,P5,71.58519757,1.547341967,1686.985841,1,347
480,36,36,36,0,0,P1,P2,P3,P4,P5,58.3315206,1.900425648,1551.360714,0.975,348
481,36,36,36,36,22,P1,P2,P3,P4,P5,65.77577536,1.071153846,1654.353982,1,349
483,36,19,0,0,0,P1,P2,P3,P4,P5,68.36441564,3.72800905,1499.541741,0.96,350
484,32,36,36,36,36,P1,P2,P3,P4,P5,62.97762442,3.247454496,1319.441696,0.668,352
485,32,36,36,36,36,P1,P2,P3,P4,P5,53.28326,3.175729861,1509.780531,0.527,352
486,32,36,36,36,36,P1,P2,P3,P4,P5,54.32552791,1.035491596,1852.166963,0.951,354
487,32,36,36,36,36,P1,P2,P3,P4,P5,46.02258469,0.837926984,1790.97007,0.881,355
488,32,36,36,36,36,P1,P2,P3,P4,P5,46.48651474,1.33367974,1753.630088,0.621,355
489,36,36,36,36,24,P1,P2,P3,P4,P5,50.56136316,1.910945654,1959.642349,0.983,356
490,36,36,36,36,24,P1,P2,P3,P4,P5,55.94062107,2.558079899,1977.43088,0.987,356
491,36,36,36,36,27,P1,P2,P3,P4,P5,30.57934351,1.959166216,1910.021314,0.537,357
492,36,36,36,36,23,P1,P2,P3,P4,P5,51.22333962,2.086102107,1904.798214,0.989,357
493,36,36,36,36,25,P1,P2,P3,P4,P5,39.63234986,2.453471097,2039.628975,0.819,358
494,36,36,36,36,24,P1,P2,P3,P4,P5,46.06460381,2.401449667,2054.821109,0.827,358
495,36,36,36,36,8,P1,P2,P3,P4,P5,53.41928721,0.842743387,1827.224199,0.968,359
496,36,36,36,36,5,P1,P2,P3,P4,P5,48.5419193,1.358736728,1850.363636,0.977,359
497,36,36,36,36,16,P1,P2,P3,P4,P5,68.90203056,4.099941515,1770.978723,0.983,360
498,36,36,36,36,0,P1,P2,P3,P4,P5,69.20712788,1.57607522,1892.294434,1,360
499,36,36,36,36,22,P1,P2,P3,P4,P5,58.98599206,1.860243837,1605.333333,0.998,361
500,14,36,36,36,36,P1,P2,P3,P4,P5,69.46436059,3.724335803,1249.788632,0.934,370
501,14,36,36,36,36,P1,P2,P3,P4,P5,71.66499057,3.344817459,1298.530142,0.94,370
502,14,36,36,36,36,P1,P2,P3,P4,P5,65.87160184,4.503908368,787.295053,0.603,371
503,32,36,36,36,36,P1,P2,P3,P4,P5,40.90048087,1.620474804,2339.526596,0.633,1817
504,32,36,36,36,36,P1,P2,P3,P4,P5,41.31172904,1.899422412,2281.462633,0.691,1817
505,32,36,36,36,36,P1,P2,P3,P4,P5,48.14429109,1.648512825,2098.95922,0.902,1818
506,32,36,36,36,36,P1,P2,P3,P4,P5,48.64261815,1.229920866,2088.166966,0.957,1818
507,32,36,36,36,36,P1,P2,P3,P4,P5,43.98682835,0.890553939,2012.007055,0.899,1854
508,32,36,36,36,36,P1,P2,P3,P4,P5,37.30290978,1.49175624,2054.379004,0.978,1871
509,32,36,36,36,36,P1,P2,P3,P4,P5,33.96061177,1.825742394,2084.014235,0.644,1871
510,32,36,36,36,36,P1,P2,P3,P4,P5,58.27194636,2.163850428,2087.180212,0.885,1875
511,32,22,0,0,0,P1,P2,P3,P4,P5,51.13840034,1.629008016,2120.60424,0.876,1875
512,36,45,36,22,0,P1,P2,P3,P4,P5,77.55343671,3.819320459,1343.277385,1,1898
513,36,36,36,22,0,P1,P2,P3,P4,P5,71.98723582,3.127254509,1532.072438,0.972,1898
514,36,36,36,22,0,P1,P2,P3,P4,P5,56.80342953,2.579158317,1720.991182,0.895,1899
515,34,36,36,22,0,P1,P2,P3,P4,P5,52.95316747,3.493987976,1608.478571,0.84,1899
516,36,36,36,22,0,P1,P2,P3,P4,P5,86.21332775,4.236108581,1277.371226,1,1901
517,36,36,36,22,0,P1,P2,P3,P4,P5,82.84259065,3.540194024,1191.871479,0.977,1901
518,28,36,36,36,36,P1,P2,P3,P4,P5,43.40062893,1.173118965,2096.379189,0.871,1922
519,28,36,36,36,36,P1,P2,P3,P4,P5,46.72308013,1.247356427,2120.375899,0.877,1922
520,32,36,36,36,36,P1,P2,P3,P4,P5,69.27364017,4.487967183,1689.488455,0.777,1932
521,32,36,36,45,36,P1,P2,P3,P4,P5,63.53199498,3.476458523,1756.930973,0.932,1932
522,32,36,36,36,36,P1,P2,P3,P4,P5,41.59941459,2.188058341,1995.24552,0.991,1933
523,32,36,36,36,36,P1,P2,P3,P4,P5,40.03291405,2.005082042,2028.149201,0.741,1933
524,36,36,36,22,0,P1,P2,P3,P4,P5,72.39870374,3.733295351,1532.322064,0.861,1943
525,36,36,36,22,0,P1,P2,P3,P4,P5,58.63764163,2.314539654,1626.330389,0.787,1943
526,36,36,36,22,0,P1,P2,P3,P4,P5,74.49696589,4.589311759,1053.446018,0.973,1944
527,36,36,36,22,0,P1,P2,P3,P4,P5,73.78367604,5.137534184,1058.611307,0.943,1944
528,29,36,36,36,36,P1,P2,P3,P4,P5,56.78716287,3.181859617,2045.248214,0.917,1949
529,38,45,36,36,36,P1,P2,P3,P4,P5,56.73228512,2.611941659,2045.271127,0.879,1949
530,36,36,36,22,0,P1,P2,P3,P4,P5,83.00606314,1.888536919,1453.139576,0.99,1957
531,36,36,36,22,0,P1,P2,P3,P4,P5,68.55367232,2.259845032,1573.925795,0.934,1957
533,45,36,36,22,0,P1,P2,P3,P4,P5,65.27911353,1.798997265,1608.424028,0.974,1958
534,32,36,36,36,36,P1,P2,P3,P4,P5,68.21367343,3.99366454,1517.382143,0.905,1964
535,32,36,36,36,36,P1,P2,P3,P4,P5,58.15098285,3.762329079,1506.48135,0.63,1964
536,27,36,36,36,36,P1,P2,P3,P4,P5,46.74074848,2.28295351,2227.552773,0.791,1967
537,26,36,36,36,36,P1,P2,P3,P4,P5,44.8,1.778907532,2242.822496,0.911,1967
538,27,36,36,36,36,P1,P2,P3,P4,P5,36.66003768,0.998062899,2281.433393,0.395,1968
539,27,45,36,36,36,P1,P2,P3,P4,P5,48.16928556,1.561144029,2321.089127,0.874,1968
540,36,36,36,22,0,P1,P2,P3,P4,P5,82.250157,1.905115813,1319.16934,0.996,1989
541,36,36,36,22,0,P1,P2,P3,P4,P5,78.78816395,1.541316846,1316.654804,0.975,1989
542,36,36,36,22,0,P1,P2,P3,P4,P5,82.43776194,2.866741194,1371.427562,1,2010
543,34,36,36,22,0,P1,P2,P3,P4,P5,52.95043915,3.329211535,1327.02847,0.488,2010
544,36,36,36,28,0,P1,P2,P3,P4,P5,79.89270746,3.392818032,931.3195691,0.968,2011
545,36,36,36,22,0,P1,P2,P3,P4,P5,69.12196653,2.945313926,876.6678383,0.871,2011
546,32,36,36,36,36,P1,P2,P3,P4,P5,52.91938861,1.55226775,1867.973166,0.919,2018
547,32,36,36,36,36,P1,P2,P3,P4,P5,44.76310273,1.628946888,1875.271127,0.814,2018
548,36,36,36,22,0,P1,P2,P3,P4,P5,85.85845704,2.799393137,1124.441652,0.987,2026
549,36,36,36,22,0,P1,P2,P3,P4,P5,83.02029289,1.772266837,1129.341682,0.976,2026
550,26,24,0,0,0,P1,P2,P3,P4,P5,46.37264743,1.872056945,2035.28164,0.994,2038
551,24,36,36,36,36,P1,P2,P3,P4,P5,41.85729254,1.338949772,2063.041367,0.949,2038
552,26,36,36,36,36,P1,P2,P3,P4,P5,51.59338358,1.447709436,2271.372792,0.803,2039
