,P1eff,P2eff,P3eff,P4eff,P5eff,SSP1,SSP2,SSP3,SSP4,SSP5,cc,tri,elev,For_Evergr,cell_id
553,26,36,36,36,36,P1,P2,P3,P4,P5,50.1965221,1.318445317,2167.05477,0.854,2039
554,36,36,36,28,0,P1,P2,P3,P4,P5,72.25946851,1.873996167,1533.61939,0.992,2049
555,36,36,36,28,0,P1,P2,P3,P4,P5,72.61054173,1.513196347,1531.293805,0.996,2049
556,41,36,36,36,36,P1,P2,P3,P4,P5,56.98933724,1.736986301,2066.312057,0.872,2054
557,32,36,36,36,36,P1,P2,P3,P4,P5,44.85039866,3.211141553,2018.541741,0.779,2054
558,36,36,36,22,0,P1,P2,P3,P4,P5,74.67670431,4.447328767,920.1049822,0.998,2063
559,36,36,36,22,0,P1,P2,P3,P4,P5,79.9637848,4.773972603,883.026455,0.987,2063
560,36,36,22,0,0,P1,P2,P3,P4,P5,82.3277557,2.39760274,1387.909894,0.979,2065
561,36,36,22,0,0,P1,P2,P3,P4,P5,80.82145097,2.983059361,1412.108541,0.996,2065
562,32,36,36,36,36,P1,P2,P3,P4,P5,49.86472925,1.601803653,1778.419643,0.825,2073
563,32,36,36,36,36,P1,P2,P3,P4,P5,31.8619317,2.256780822,1839.817204,0.648,2073
564,32,36,36,36,36,P1,P2,P3,P4,P5,45.13216228,1.040570776,1973.692171,0.874,2091
565,32,36,45,36,36,P1,P2,P3,P4,P5,50.99707235,1.244954338,1998.134039,0.926,2091
566,32,36,36,36,45,P1,P2,P3,P4,P5,51.77617253,1.110707763,2058.694097,0.877,2092
567,32,36,36,36,36,P1,P2,P3,P4,P5,45.13179916,1.691255708,2161.40675,0.782,2092
568,36,36,22,0,0,P1,P2,P3,P4,P5,82.54634861,2.946780822,1272.849823,1,2098
569,36,36,22,0,0,P1,P2,P3,P4,P5,86.69991618,1.482739726,1279.329768,1,2098
570,36,36,36,28,0,P1,P2,P3,P4,P5,53.7381102,0.847009132,1666.068223,0.829,2101
571,36,36,36,28,0,P1,P2,P3,P4,P5,53.34204474,1.762328767,1698.629893,0.756,2101
572,36,36,36,28,0,P1,P2,P3,P4,P5,47.68591756,0.970525114,1727.248677,0.773,2102
573,36,36,36,28,0,P1,P2,P3,P4,P5,41.99853434,1.222465753,1727.246018,0.803,2102
574,36,36,36,28,0,P1,P2,P3,P4,P5,51.42322176,1.015410959,1832.558304,0.931,2103
575,36,36,36,28,0,P1,P2,P3,P4,P5,50.76911796,1.163127854,1786.261484,0.955,2103
576,36,36,36,36,37,P1,P2,P3,P4,P5,56.43562906,2.464644619,1643.739362,0.966,2104
578,45,36,36,36,28,P1,P2,P3,P4,P5,26.60741206,1.819155251,2074.755835,0.697,2105
579,36,36,36,36,28,P1,P2,P3,P4,P5,29.72618548,2.112328767,2018.364602,0.789,2105
580,32,36,36,36,36,P1,P2,P3,P4,P5,36.0572327,1.88456621,2145.549645,0.734,2106
581,32,36,36,36,36,P1,P2,P3,P4,P5,40.75807128,1.775717157,2128.518584,0.886,2106
582,36,36,34,0,0,P1,P2,P3,P4,P5,78.7852812,0.999383562,998.7224199,0.981,2112
583,36,36,34,0,0,P1,P2,P3,P4,P5,78.79025512,1.388515982,974.459507,0.886,2112
584,34,36,36,0,0,P1,P2,P3,P4,P5,78.4173311,1.518545587,1002.870796,0.92,2113
585,36,36,16,0,0,P1,P2,P3,P4,P5,81.63203011,2.00760274,976.324515,1,2113
586,36,36,22,0,0,P1,P2,P3,P4,P5,69.36256819,2.377033449,1432.433862,0.989,2134
587,36,36,18,0,0,P1,P2,P3,P4,P5,58.54846138,1.725392981,1475.517668,0.985,2134
588,36,36,36,27,0,P1,P2,P3,P4,P5,70.80535229,2.661624931,1377.821747,0.821,2135
590,32,36,36,36,36,P1,P2,P3,P4,P5,50.12654515,1.546106745,1966.788909,0.907,2142
591,32,36,36,36,36,P1,P2,P3,P4,P5,52.75073191,1.577819411,1960.247772,0.845,2142
592,26,36,36,36,36,P1,P2,P3,P4,P5,45.42111879,1.103386035,2046.313274,0.983,2143
593,26,36,36,36,36,P1,P2,P3,P4,P5,43.38435801,1.079030342,2039.998233,1,2143
594,36,36,24,0,0,P1,P2,P3,P4,P5,86.17455993,1.677184244,1224.392157,1,2149
595,36,36,30,0,0,P1,P2,P3,P4,P5,85.59933012,1.990883751,1149.704947,0.998,2149
596,36,36,24,0,0,P1,P2,P3,P4,P5,86.15889609,2.310592213,1257.496479,1,2150
597,36,36,28,0,0,P1,P2,P3,P4,P5,82.13822668,2.20647505,1246.817376,0.928,2150
598,36,36,36,28,0,P1,P2,P3,P4,P5,66.49151477,2.124314568,1595.602113,0.964,2154
599,36,36,36,28,0,P1,P2,P3,P4,P5,75.79233026,3.623469201,1497.048301,1,2154
600,36,36,30,0,0,P1,P2,P3,P4,P5,81.51620322,2.506945714,746.2839286,0.533,2164
601,36,36,34,0,0,P1,P2,P3,P4,P5,80.08417085,2.426178944,799.540636,0.659,2164
602,45,36,36,31,0,P1,P2,P3,P4,P5,76.71001464,1.158586182,1564.094139,0.938,2173
603,36,36,36,34,0,P1,P2,P3,P4,P5,69.23472803,2.180108755,1569.906526,0.938,2173
604,36,36,36,37,0,P1,P2,P3,P4,P5,73.6873823,3.524584171,1316.460854,0.998,2188
605,36,36,36,28,0,P1,P2,P3,P4,P5,72.11833577,3.106447633,1355.017699,0.968,2188
606,32,36,36,36,36,P1,P2,P3,P4,P5,45.48891677,1.188196856,1816.707447,0.896,2194
607,32,36,36,36,36,P1,P2,P3,P4,P5,34.13443446,0.888228843,1806.015873,0.794,2194
608,36,36,28,0,0,P1,P2,P3,P4,P5,78.65618449,1.569891245,1052.706406,1,2201
609,36,36,28,0,0,P1,P2,P3,P4,P5,64.97491114,1.108435387,1210.94484,0.809,2202
610,36,36,28,0,0,P1,P2,P3,P4,P5,68.5235208,1.309038567,1205.973357,0.843,2202
611,36,36,36,28,0,P1,P2,P3,P4,P5,53.84789441,3.046586547,1069.16221,0.616,2203
612,45,36,36,28,0,P1,P2,P3,P4,P5,79.63265733,2.460633339,1146.850352,0.975,2203
613,36,36,36,34,0,P1,P2,P3,P4,P5,64.39723444,1.890307988,1487.302817,0.652,2225
614,36,36,36,39,0,P1,P2,P3,P4,P5,54.35477787,3.276846098,1428.895018,0.749,2225
615,36,36,36,34,0,P1,P2,P3,P4,P5,66.26804771,1.27145403,1688.969805,0.908,2226
616,36,36,36,34,0,P1,P2,P3,P4,P5,67.19325796,1.600758545,1682.105925,0.892,2226
617,36,36,36,36,28,P1,P2,P3,P4,P5,45.70410729,3.648693109,1694.182796,0.932,2227
618,36,36,36,36,28,P1,P2,P3,P4,P5,48.64863732,2.886149698,1712.715302,1,2227
619,34,36,36,0,0,P1,P2,P3,P4,P5,86.30384776,1.621778468,633.6212389,0.856,2254
620,36,36,34,0,0,P1,P2,P3,P4,P5,83.84859891,1.747989399,661.059034,0.75,2254
621,36,36,36,34,0,P1,P2,P3,P4,P5,80.24043487,2.3643758,1327.067496,0.964,2260
622,36,36,36,34,0,P1,P2,P3,P4,P5,73.28667085,1.971544158,1374.042781,0.898,2260
623,36,36,36,34,0,P1,P2,P3,P4,P5,69.64312657,2.339951563,1534.201077,0.701,2261
624,36,36,36,34,0,P1,P2,P3,P4,P5,71.70830718,3.649469932,1493.845745,0.768,2261
625,36,36,36,28,0,P1,P2,P3,P4,P5,88.23583525,2.495495701,1074.431127,1,2275
626,36,36,36,28,0,P1,P2,P3,P4,P5,81.82008368,2.135197549,1002.911032,0.983,2275
627,36,36,36,28,0,P1,P2,P3,P4,P5,78.88588777,2.585375892,1122.311388,1,2276
628,36,36,36,28,0,P1,P2,P3,P4,P5,82.33927075,1.195696909,1137.315044,0.985,2276
629,36,34,36,34,0,P1,P2,P3,P4,P5,71.97066834,1.560979513,1630.347443,1,2280
630,36,36,36,34,0,P1,P2,P3,P4,P5,73.40962343,2.575041156,1532.573214,0.874,2280
631,36,36,36,36,28,P1,P2,P3,P4,P5,48.29058577,1.304165905,1970.042629,0.962,2282
632,36,36,36,36,28,P1,P2,P3,P4,P5,44.06641525,1.237927565,1915.399293,0.908,2282
633,36,36,36,22,0,P1,P2,P3,P4,P5,66.902577,2.095001829,1212.304425,0.768,2327
634,36,36,36,22,0,P1,P2,P3,P4,P5,71.97045883,1.714651546,1194.382826,0.594,2327
635,36,36,36,36,28,P1,P2,P3,P4,P5,53.77436219,1.518154381,1691.748239,0.97,2333
636,36,36,36,36,28,P1,P2,P3,P4,P5,66.82204099,1.776316993,1666.632327,1,2333
637,36,36,36,22,0,P1,P2,P3,P4,P5,77.6318877,4.394617706,942.5978648,0.991,2344
638,45,36,36,22,0,P1,P2,P3,P4,P5,75.6354494,4.596625206,1036.128975,0.894,2344
639,36,36,36,28,0,P1,P2,P3,P4,P5,66.51830161,2.053982989,921.0407801,0.873,2346
640,36,36,36,28,0,P1,P2,P3,P4,P5,78.27660464,3.696657216,978.9483986,0.934,2346
641,32,36,36,36,36,P1,P2,P3,P4,P5,34.23583525,1.659548198,2206.984099,0.9,2352
642,32,36,36,36,36,P1,P2,P3,P4,P5,33.86219155,1.371387415,2203.183746,0.778,2352
643,36,36,36,22,0,P1,P2,P3,P4,P5,82.82512521,3.820056704,1025.848057,1,2356
644,36,36,36,22,0,P1,P2,P3,P4,P5,71.02175732,2.019503384,1062.190391,0.983,2356
645,36,36,36,22,0,P1,P2,P3,P4,P5,73.56087866,3.597448326,1109.962633,0.942,2373
646,36,36,36,22,0,P1,P2,P3,P4,P5,80.89047419,3.365899945,1019.033929,1,2373
647,32,36,45,36,36,P1,P2,P3,P4,P5,61.39251359,2.697098664,1889.217314,0.934,2393
648,32,36,36,36,36,P1,P2,P3,P4,P5,47.34484925,3.310156393,2071.336898,0.642,2393
649,32,36,36,36,36,P1,P2,P3,P4,P5,39.81827687,2.172763856,1953.26643,0.745,2394
650,32,36,36,36,36,P1,P2,P3,P4,P5,43.96668762,0.993163527,2063.206349,0.953,2394
651,36,36,36,22,0,P1,P2,P3,P4,P5,58.01526239,1.689868204,1706.203866,0.981,2404
652,36,36,36,22,0,P1,P2,P3,P4,P5,66.26147077,2.130304555,1620.078292,1,2404
653,36,36,36,22,0,P1,P2,P3,P4,P5,80.695543,2.149116786,1101.80742,0.99,2414
654,36,36,36,22,0,P1,P2,P3,P4,P5,68.55513706,2.054571664,1101.78456,0.927,2414
655,36,36,36,4,0,P1,P2,P3,P4,P5,76.52451802,2.134983513,1342.158363,0.987,2432
656,36,36,36,4,0,P1,P2,P3,P4,P5,65.64372385,1.365840813,1330.697345,0.987,2432
657,36,36,36,34,0,P1,P2,P3,P4,P5,19.3016935,1.280339806,1741.261181,0.09,2437
658,36,36,36,34,0,P1,P2,P3,P4,P5,29.67022166,0.837973988,1716.263441,0.028,2437
659,36,36,36,34,0,P1,P2,P3,P4,P5,32.93505133,1.316449899,1767.722615,0.545,2439
660,36,36,45,34,0,P1,P2,P3,P4,P5,37.6609316,1.33254717,1802.998233,0.805,2439
661,36,36,36,3,0,P1,P2,P3,P4,P5,66.74167888,2.475201502,1444.697345,0.829,2468
662,36,36,34,6,0,P1,P2,P3,P4,P5,74.65263819,2.503594981,1427.333333,0.801,2468
663,36,34,36,34,0,P1,P2,P3,P4,P5,47.76428721,1.541170544,1595.151515,0.819,2470
664,36,36,36,34,0,P1,P2,P3,P4,P5,50.38170017,1.264746291,1593.048301,0.956,2470
665,36,36,36,34,0,P1,P2,P3,P4,P5,43.78058983,2.789086829,2029.085106,1,2472
666,36,45,36,34,0,P1,P2,P3,P4,P5,39.70278184,2.048017036,2047.213404,0.893,2472
667,36,36,36,4,0,P1,P2,P3,P4,P5,69.82370184,3.474056604,1038.99823,1,2496
668,36,45,36,0,0,P1,P2,P3,P4,P5,66.92436623,3.261769555,1063.523894,0.951,2496
669,45,36,36,0,0,P1,P2,P3,P4,P5,74.54338281,2.310038469,1251.428826,0.989,2497
670,36,45,36,0,0,P1,P2,P3,P4,P5,79.28310981,0.870672284,1211.316254,0.991,2497
671,36,36,36,34,0,P1,P2,P3,P4,P5,68.9912189,2.840446968,1491.96649,0.934,2515
672,36,36,36,34,0,P1,P2,P3,P4,P5,69.9259724,2.654217805,1514.5,0.732,2515
673,36,36,36,34,0,P1,P2,P3,P4,P5,70.20694706,2.68558802,1516.852313,0.908,2516
674,36,36,36,34,0,P1,P2,P3,P4,P5,64.96925972,2.775256457,1573.83452,0.998,2516
675,36,36,36,34,0,P1,P2,P3,P4,P5,44.8523939,2.16239238,1797.976868,0.921,2517
676,36,36,36,34,0,P1,P2,P3,P4,P5,48.91588198,2.782080051,1837.420213,0.923,2517
677,36,36,36,4,0,P1,P2,P3,P4,P5,60.26280577,2.202601209,903.352518,0.709,2545
678,36,36,36,4,0,P1,P2,P3,P4,P5,57.07809883,1.736810771,942.7226148,0.675,2545
679,36,36,36,4,0,P1,P2,P3,P4,P5,79.79761656,0.819014472,1178.259786,1,2547
680,36,36,36,4,0,P1,P2,P3,P4,P5,70.21125288,1.875206082,1093.434629,0.921,2547
681,36,36,36,34,0,P1,P2,P3,P4,P5,46.36966527,1.971766807,1747.952212,0.915,2565
682,36,36,36,34,0,P1,P2,P3,P4,P5,40.5083682,2.304107895,1682.928315,0.78,2565
683,36,36,36,34,0,P1,P2,P3,P4,P5,15.13474434,2.370145631,1905.627907,0.108,2566
684,36,36,36,34,0,P1,P2,P3,P4,P5,16.49853618,3.537690053,1820.845196,0.07,2566
685,36,36,36,34,0,P1,P2,P3,P4,P5,65.82318477,2.851712768,1509.029982,0.722,2579
686,36,36,36,34,0,P1,P2,P3,P4,P5,68.15128688,3.166811687,1473.777184,0.786,2579
687,25,36,36,36,36,P1,P2,P3,P4,P5,49.72841313,0.781255724,1731.521352,1,2616
688,25,36,36,36,36,P1,P2,P3,P4,P5,51.63653484,0.904286499,1779.149385,1,2616
689,36,36,22,0,0,P1,P2,P3,P4,P5,12.21099958,2.532492215,1650.80605,0,2626
690,36,36,27,0,0,P1,P2,P3,P4,P5,14.18991843,1.977972156,1717.164602,0.004,2626
691,36,36,13,0,0,P1,P2,P3,P4,P5,61.54881873,0.840332478,1530.854867,0.926,2637
692,34,36,24,0,0,P1,P2,P3,P4,P5,63.28331936,1.297261403,1520.026549,0.983,2637
693,36,36,22,0,0,P1,P2,P3,P4,P5,55.75454736,0.527019601,1625.549645,0.906,2638
694,36,36,22,0,0,P1,P2,P3,P4,P5,54.16035961,0.951181535,1634.710993,0.863,2638
695,36,36,36,36,22,P1,P2,P3,P4,P5,42.28105395,1.81699945,1939.72695,0.713,2641
696,36,36,36,36,22,P1,P2,P3,P4,P5,29.57364341,2.363093057,1969.58156,0.392,2641
697,36,36,36,36,22,P1,P2,P3,P4,P5,43.72599875,2.501786041,2006.579787,0.837,2642
698,45,36,36,36,22,P1,P2,P3,P4,P5,40.9834451,2.649019967,2004.703041,0.728,2642
699,36,34,0,0,0,P1,P2,P3,P4,P5,75.53522013,1.605811504,1284.725664,0.941,2667
700,36,34,0,0,0,P1,P2,P3,P4,P5,79.68199875,2.043002381,1287.854352,0.701,2667
701,36,36,22,0,0,P1,P2,P3,P4,P5,22.41940205,2.279607071,1623.696809,0.006,2670
702,36,36,22,0,0,P1,P2,P3,P4,P5,28.88758635,2.285217073,1571.982238,0.073,2670
703,36,36,36,36,22,P1,P2,P3,P4,P5,60.55290174,1.480925994,1886.056338,1,2675
704,36,36,36,36,22,P1,P2,P3,P4,P5,51.12046931,1.034988093,1693.374552,1,2675
705,36,34,0,0,0,P1,P2,P3,P4,P5,69.47108131,2.513555596,1200.749559,0.867,2681
706,36,34,0,0,0,P1,P2,P3,P4,P5,68.92631359,1.538496792,1224.106762,0.691,2681
707,36,36,22,0,0,P1,P2,P3,P4,P5,38.7992456,0.3367146,1536.968028,0.854,2684
708,36,36,22,0,0,P1,P2,P3,P4,P5,47.2745139,0.794673933,1549.113074,0.94,2684
709,45,36,36,36,22,P1,P2,P3,P4,P5,32.85113945,2.361090742,1689.503584,0.251,2701
710,36,36,36,36,22,P1,P2,P3,P4,P5,34.66582809,1.996608616,1634.80776,0.358,2701
711,36,36,36,36,22,P1,P2,P3,P4,P5,28.37984496,1.801008249,1922.948673,0.424,2702
712,36,36,36,36,22,P1,P2,P3,P4,P5,26.56810562,2.372021082,1978.764184,0.455,2702
713,36,36,36,36,22,P1,P2,P3,P4,P5,42.81476061,0.955774519,1625.980462,0.822,2720
714,36,36,36,36,22,P1,P2,P3,P4,P5,40.72160636,1.171494042,1635.966252,0.678,2720
715,36,34,0,0,0,P1,P2,P3,P4,P5,48.80176027,0.755018332,1161.88551,0.845,2726
716,36,34,0,0,0,P1,P2,P3,P4,P5,51.76898933,1.023579285,1178.413428,0.636,2726
717,36,36,22,0,0,P1,P2,P3,P4,P5,65.55930427,1.041727773,1414.005329,0.847,2728
718,36,36,22,0,0,P1,P2,P3,P4,P5,84.15283295,3.399358387,1292.431616,0.759,2728
719,36,36,36,36,22,P1,P2,P3,P4,P5,65.66520284,2.04619615,1373.256228,0.905,2745
720,36,36,36,36,22,P1,P2,P3,P4,P5,71.5766974,1.679789184,1421.328014,0.724,2745
721,36,36,36,36,22,P1,P2,P3,P4,P5,37.70648536,1.705980752,1564.823009,0.653,2746
722,36,36,36,36,22,P1,P2,P3,P4,P5,43.80568919,3.976672777,1486.906977,0.423,2746
723,36,36,45,36,22,P1,P2,P3,P4,P5,38.07557044,1.374770852,1802.087189,0.704,2747
724,36,36,36,36,22,P1,P2,P3,P4,P5,44.41092736,1.695439963,1806.146643,0.625,2747
725,36,36,36,36,22,P1,P2,P3,P4,P5,58.80121364,1.836617782,1678.454707,0.538,2748
726,45,36,36,36,27,P1,P2,P3,P4,P5,51.11076214,2.638978002,1657.884752,0.053,2748
727,36,34,0,0,0,P1,P2,P3,P4,P5,52.81307628,0.725458295,1348.25222,0.914,2757
728,36,36,36,36,22,P1,P2,P3,P4,P5,51.64394731,0.427635197,1716.728242,0.872,2791
729,36,36,36,36,22,P1,P2,P3,P4,P5,51.8055207,1.1277956,1748.071048,0.882,2791
730,36,36,36,24,0,P1,P2,P3,P4,P5,39.74639046,1.213107241,1808.358025,0.313,2793
731,36,36,36,24,0,P1,P2,P3,P4,P5,51.874057,2.575137489,1676.178445,0.48,2793
732,36,36,36,18,0,P1,P2,P3,P4,P5,35.89606859,1.65847846,1693.946333,0.132,2794
734,36,36,36,36,22,P1,P2,P3,P4,P5,77.1734758,2.755659945,1377.147425,0.991,2806
735,36,36,36,36,22,P1,P2,P3,P4,P5,71.04997909,1.790375802,1455.834813,1,2806
736,36,45,36,36,22,P1,P2,P3,P4,P5,69.37994557,1.905614115,1592.865487,1,2836
737,36,36,36,36,22,P1,P2,P3,P4,P5,76.63621158,2.627108158,1543.268683,0.998,2836
738,36,36,30,0,0,P1,P2,P3,P4,P5,51.00794979,2.716934005,1422.725352,0.437,2838
739,36,36,36,24,0,P1,P2,P3,P4,P5,67.94865884,2.750229148,1468.40388,0.59,2838
740,36,36,36,30,0,P1,P2,P3,P4,P5,28.49236242,3.423877177,1712.801418,0.002,2839
741,36,36,36,30,0,P1,P2,P3,P4,P5,15.29543551,2.128299725,1768.557319,0,2839
742,36,36,36,36,22,P1,P2,P3,P4,P5,69.13472803,4.368033914,889.3745583,0.899,2849
743,45,36,36,36,22,P1,P2,P3,P4,P5,68.33655057,4.898143905,884.2834507,0.822,2849
744,36,36,24,0,0,P1,P2,P3,P4,P5,68.2517775,2.491727773,1436.615108,1,2868
745,36,36,18,0,0,P1,P2,P3,P4,P5,65.22807386,1.55563703,1593.373882,0.836,2868
746,36,36,24,0,0,P1,P2,P3,P4,P5,72.41750419,2.779262145,1576.624555,0.771,2868
747,36,45,45,36,28,P1,P2,P3,P4,P5,39.20322648,2.609257562,1681.478799,0.34,2871
748,36,36,36,36,28,P1,P2,P3,P4,P5,50.28311362,1.578632361,1846.934629,0.981,2871
749,36,36,36,36,28,P1,P2,P3,P4,P5,43.88375497,1.369202566,1977.030142,0.693,2872
750,45,36,36,36,28,P1,P2,P3,P4,P5,51.40975712,0.827199817,1874.667254,0.975,2872
751,36,36,18,0,0,P1,P2,P3,P4,P5,77.7183187,3.000022932,1216.231183,0.892,2898
752,36,36,18,0,0,P1,P2,P3,P4,P5,83.99497066,1.623624106,1303.476786,0.957,2898
753,36,45,18,0,0,P1,P2,P3,P4,P5,59.60008375,1.745688864,1370.8625,0.76,2898
754,36,36,24,0,0,P1,P2,P3,P4,P5,67.72196653,2.160131169,1427.962633,0.847,2899
755,36,36,24,0,0,P1,P2,P3,P4,P5,60.28941865,0.583562649,1486.529517,0.918,2899
756,36,36,24,0,0,P1,P2,P3,P4,P5,73.56303575,1.99883049,1491.872531,0.905,2899
757,36,36,36,34,0,P1,P2,P3,P4,P5,19.36978839,1.79244634,1636.501773,0.095,2901
758,36,36,36,34,0,P1,P2,P3,P4,P5,9.169285565,0.492822418,1726.867491,0,2901
759,36,36,36,36,34,P1,P2,P3,P4,P5,22.31936295,1.116308934,1962.730634,0.263,2905
760,36,36,36,36,34,P1,P2,P3,P4,P5,26.30844835,1.357113374,1956.865724,0.351,2905
761,36,12,0,0,0,P1,P2,P3,P4,P5,54.36750524,2.18436984,1041.342199,0.571,2913
762,36,12,0,0,0,P1,P2,P3,P4,P5,63.32384342,2.781301596,1083.40493,0.817,2913
763,36,12,0,0,0,P1,P2,P3,P4,P5,60.67182598,2.313979086,1093.778369,0.746,2913
764,36,36,36,36,28,P1,P2,P3,P4,P5,44.73289971,2.569299211,1715.129204,0.685,2919
765,36,36,36,36,28,P1,P2,P3,P4,P5,42.28747906,2.188520455,1723.364937,0.473,2919
766,36,36,36,36,22,P1,P2,P3,P4,P5,45.24827297,1.971129151,1801.919786,0.941,2920
767,36,36,36,36,22,P1,P2,P3,P4,P5,42.4320368,1.294326729,1801.035587,0.767,2920
768,36,36,30,0,0,P1,P2,P3,P4,P5,82.24911032,1.490529261,1261.083779,0.991,2933
769,36,36,36,24,0,P1,P2,P3,P4,P5,52.13090757,1.416460283,1565.231041,0.621,2933
770,45,36,24,0,0,P1,P2,P3,P4,P5,70.68757842,4.100995961,761.3005367,0.6,2944
771,36,36,28,0,0,P1,P2,P3,P4,P5,61.21790046,4.00881219,758.0918728,0.492,2944
772,36,24,0,0,0,P1,P2,P3,P4,P5,50.70186076,2.44296918,1221.582011,0.845,2949
774,36,36,36,30,0,P1,P2,P3,P4,P5,32.98806782,2.854002203,1497.991182,0,2952
775,36,36,36,30,0,P1,P2,P3,P4,P5,9.480242526,1.126765731,1662.087189,0,2952
776,36,36,24,0,0,P1,P2,P3,P4,P5,72.18314865,2.320153295,908.2064057,0.765,2963
777,36,36,28,0,0,P1,P2,P3,P4,P5,79.16991002,3.170552598,839.6957295,0.926,2963
778,36,36,34,0,0,P1,P2,P3,P4,P5,82.64216918,4.226018909,963.5683837,0.942,2964
779,36,36,34,0,0,P1,P2,P3,P4,P5,73.75293378,1.832063521,1071.984014,0.964,2964
780,36,36,36,36,34,P1,P2,P3,P4,P5,55.26130653,1.334060033,1705.403169,0.923,2972
781,36,36,36,36,43,P1,P2,P3,P4,P5,56.1565181,1.28554709,1752.991213,0.96,2972
782,36,6,0,0,0,P1,P2,P3,P4,P5,69.31761006,2.850904167,1390.074866,0.903,2985
783,36,6,0,0,0,P1,P2,P3,P4,P5,74.29495499,1.730034882,1424.026596,1,2985
784,36,6,0,0,0,P1,P2,P3,P4,P5,63.62630698,1.442330641,1492.453097,0.718,2985
785,36,36,36,36,16,P1,P2,P3,P4,P5,21.1005645,0.899944924,1550.569912,0,2986
786,36,36,36,36,12,P1,P2,P3,P4,P5,16.35027185,1.076051037,1515.527828,0,2986
787,36,36,36,45,34,P1,P2,P3,P4,P5,51.06878528,2.226546723,1556.27451,0.236,2988
788,45,36,36,36,34,P1,P2,P3,P4,P5,43.76123772,2.065724252,1629.973451,0.409,2988
789,36,36,28,0,0,P1,P2,P3,P4,P5,44.75747439,4.176519185,670.1219081,0.178,2998
790,36,36,28,0,0,P1,P2,P3,P4,P5,39.36964248,4.146892785,644.7473118,0.081,2998
791,36,36,39,0,0,P1,P2,P3,P4,P5,67.22217564,0.949444648,890.8783542,0.694,3045
792,36,36,34,0,0,P1,P2,P3,P4,P5,79.96170747,2.779144483,837.6690519,0.705,3045
793,36,36,34,0,0,P1,P2,P3,P4,P5,71.43692372,1.754865063,988.8738899,0.879,3046
794,36,36,34,0,0,P1,P2,P3,P4,P5,74.28048525,1.830503029,972.4937611,0.895,3046
795,36,34,36,36,0,P1,P2,P3,P4,P5,53.89939343,2.990292822,1359.820285,0.036,3052
796,36,36,36,36,16,P1,P2,P3,P4,P5,45.42321391,1.876422802,1543.707143,0.244,3052
797,36,36,36,36,34,P1,P2,P3,P4,P5,42.2756169,0.935996879,2006.442068,0.781,3056
798,36,36,36,36,34,P1,P2,P3,P4,P5,42.65983692,0.571300716,1985.842199,0.832,3056
799,36,36,36,36,34,P1,P2,P3,P4,P5,54.68053523,1.488177227,1750.536972,0.789,3076
800,36,36,36,36,34,P1,P2,P3,P4,P5,54.47738693,1.655475491,1804.062278,0.921,3076
801,36,36,36,34,0,P1,P2,P3,P4,P5,65.37777778,1.668542164,952.6117021,0.762,3110
802,36,36,36,34,0,P1,P2,P3,P4,P5,61.14549266,1.508979423,986.044484,0.838,3110
803,36,36,36,22,0,P1,P2,P3,P4,P5,85.75057495,3.139996326,896.9823322,0.991,3111
804,36,36,36,22,0,P1,P2,P3,P4,P5,75.32705193,1.899251332,1009.008818,0.985,3111
805,36,36,36,22,0,P1,P2,P3,P4,P5,81.44591195,2.232661216,1262.185053,0.887,3112
806,36,36,36,22,0,P1,P2,P3,P4,P5,77.97280335,1.725427154,1256.254448,0.954,3112
807,36,36,36,36,16,P1,P2,P3,P4,P5,33.63868537,1.7703702,1389.624113,0,3115
808,36,36,36,36,16,P1,P2,P3,P4,P5,30.38678654,2.467343377,1337.312611,0,3115
809,36,36,45,36,34,P1,P2,P3,P4,P5,51.18927973,1.117191806,1571.596085,0.752,3141
810,36,36,45,36,34,P1,P2,P3,P4,P5,55.39640393,1.294139261,1551.567376,0.732,3141
812,36,36,36,22,0,P1,P2,P3,P4,P5,75.59513831,1.738953702,1006.368984,0.947,3178
813,36,36,36,45,33,P1,P2,P3,P4,P5,65.33660882,2.329000551,1502.680927,0.907,3184
814,36,36,36,45,28,P1,P2,P3,P4,P5,62.69997909,2.594731766,1512.24735,1,3184
815,36,36,36,36,34,P1,P2,P3,P4,P5,45.8818733,0.678715782,1583.932624,0.669,3209
816,36,36,36,36,34,P1,P2,P3,P4,P5,44.29270332,0.441714128,1596.255319,0.662,3209
817,36,36,36,36,34,P1,P2,P3,P4,P5,51.43475533,1.635518097,1793.328042,0.937,3210
818,36,36,36,36,34,P1,P2,P3,P4,P5,47.19987456,1.300431747,1851.604938,0.817,3210
819,36,36,34,34,0,P1,P2,P3,P4,P5,66.17435038,1.000758133,843.3546099,0.628,3220
820,36,36,36,34,0,P1,P2,P3,P4,P5,75.27248013,1.548548595,858.344523,0.774,3220
821,36,36,36,22,0,P1,P2,P3,P4,P5,81.3486277,2.351931923,938.6050269,1,3242
822,36,36,36,22,0,P1,P2,P3,P4,P5,82.68868911,3.039443422,916.9823322,0.887,3242
823,36,36,36,34,0,P1,P2,P3,P4,P5,80.35959765,3.107520699,1048.39576,0.97,3243
824,36,36,36,34,0,P1,P2,P3,P4,P5,86.94479297,2.954484821,1025.312388,0.89,3243
825,36,36,36,36,34,P1,P2,P3,P4,P5,64.75716377,4.210809568,1332.339254,0.915,3267
826,36,36,36,36,34,P1,P2,P3,P4,P5,47.44741794,1.322654094,1420.80708,0.432,3267
