"","ID","Shrub","Grassland","For_Evergr","For_DecidMixed","cell_id","cc_cfo_mn","cbh_cfo_mn","fire1yr_high_prop","fire2_5yr_high_prop","fire6_10yr_high_prop","fire11_35yr_high_prop","fire1yr_lowmod_prop","fire2_5yr_lowmod_prop","fire6_10yr_lowmod_prop","fire11_35yr_lowmod_prop","Latitude","elev.resid","NaiveOcc"
"1","C0001_U1",0.036,0,0.964,0,1,34.5415185107718,2.79460363940598,0,0,0,0,0,0,0,0,40.00543022,530.030704854812,"Unoccupied"
"2","C0001_U3",0.015,0,0.985,0,1,40.6820083682008,2.58744769874477,0,0,0,0,0,0,0,0,40.00312608,561.536044727438,"Unoccupied"
"3","C0002_U1",0.006,0,0.994,0,2,60.9882624187801,1.60301823517082,0,0,0,0,0.0740203193033382,0,0,0,39.9230208,-242.950034089736,"Unoccupied"
"4","C0003_U2",0.245,0,0.751,0,3,43.8282786028028,2.48190755072161,0,0,0,0,0,0,0,0,39.97852723,692.64049325725,"Unoccupied"
"5","C0004_U2",0.013,0,0.987,0,4,61.9591366303437,1.73805532271584,0,0,0,0,0,0,0,0,39.94417277,240.626034600591,"Unoccupied"
"6","C0004_U3",0.024,0.008,0.968,0,4,63.3490368509213,1.57286432160804,0,0,0,0,0,0,0,0,39.94475564,376.531045997988,"Unoccupied"
"7","C0006_U2",0,0,1,0,6,51.3021552626072,2.10043942247332,0,0,0,0,0,0,0,0,40.25243508,61.6531778910279,"Unoccupied"
"8","C0006_U4",0,0,1,0,6,55.0250993516001,1.88307885379628,0,0,0,0,0,0,0,0,40.24979848,65.8603102730983,"Unoccupied"
"9","C0007_U1",0,0.002,0.623,0,7,41.8084347461183,1.23814519513219,0,0,0,0,0,0,0,0,40.10667245,-165.733827754053,"Unoccupied"
"10","C0009_U1",0.011,0,0.989,0,9,64.6951882845188,1.62238493723849,0,0,0,0,0,0,0,0,40.19888296,351.814464263836,"Unoccupied"
"11","C0009_U3",0,0,1,0,9,59.5616896695943,2.0633626097867,0,0,0,0,0,0,0,0,40.19476068,360.145083718442,"Unoccupied"
"12","C0010_U1",0.098,0.009,0.893,0,10,42.9178541492037,4.10771165129925,0,0,0,0,0,0,0,0,40.36732745,148.515723963577,"Unoccupied"
"13","C0010_U3",0.019,0.009,0.972,0,10,41.1330822347771,5.05545093115715,0,0,0,0,0,0,0.015625,0,40.36301156,106.757478365459,"Occupied"
"14","C0011_U1",0.017,0,0.983,0,11,53.9240903387704,3.00167294019239,0,0,0,0,0,0,0,0,40.38912404,196.961813585007,"Occupied"
"15","C0011_U3",0.019,0,0.981,0,11,43.5310272536688,3.26939203354298,0,0,0,0,0,0,0,0,40.39401842,298.136916513718,"Unoccupied"
"16","C0012_U1",0.017,0,0.922,0,12,69.3760737481668,2.77288916823801,0,0,0,0,0,0,0,0,40.5720913,320.750152600207,"Unoccupied"
"17","C0012_U2",0,0,1,0,12,64.9886934673367,2.9036850921273,0,0,0,0,0,0,0,0,40.56713328,448.00136033509,"Unoccupied"
"18","C0016_U1",0,0,1,0,16,58.0228176679925,2.73644546786686,0,0,0,0,0,0,0,0,40.31916937,154.336893842324,"Unoccupied"
"19","C0016_U3",0,0,1,0,16,59.5195647625026,2.8200460347353,0,0,0,0,0,0,0,0,40.31367615,158.487229199789,"Unoccupied"
"20","C0017_U3",0.026,0,0.974,0,17,58.3232767651372,1.93358474753824,0,0,0,0,0,0,0,0,40.34218771,71.1508650680192,"Unoccupied"
"21","C0021_U1",0.051,0,0.949,0,21,44.0830543933054,2.28995815899582,0,0,0,0,0,0,0,0,40.49743998,528.996736746784,"Occupied"
"22","C0021_U3",0.15,0,0.85,0,21,37.7948128006693,2.46182806944154,0,0,0,0,0,0,0,0,40.50247809,601.661064293048,"Occupied"
"23","C0024_U1",0.055,0,0.945,0,24,43.1435456831517,3.4838642078793,0,0,0,0,0,0,0,0,40.5849417,277.145289900712,"Unoccupied"
"24","C0024_U3",0.092,0.008,0.844,0,24,40.9173467252563,2.79556392550743,0,0,0,0,0,0,0,0,40.59213766,260.733140050393,"Unoccupied"
"25","C0025_U1",0.042,0,0.958,0,25,44.214181133654,1.98473122777662,0,0,0,0,0,0,0,0,40.55398837,96.3805727573359,"Occupied"
"26","C0025_U3",0.034,0,0.966,0,25,44.8869583420557,1.32698346242412,0,0,0,0,0,0,0,0,40.56552671,149.294919021858,"Occupied"
"27","C0026_U1",0.034,0,0.966,0,26,46.5902908558276,3.14668340657041,0,0,0,0,0,0,0,0,40.62759974,218.547839219201,"Unoccupied"
"28","C0026_U3",0.118,0,0.882,0,26,42.5411346033075,2.19217081850534,0,0,0,0,0,0,0,0,40.6262261,256.555880336556,"Unoccupied"
"29","C0027_U1",0.017,0,0.983,0,27,46.0142468049445,4.10894615545778,0,0,0,0,0,0,0,0,40.60061042,258.900016007104,"Unoccupied"
"30","C0027_U2",0.015,0,0.985,0,27,40.4714614258833,3.33702697052059,0,0,0,0,0,0,0,0,40.60873679,261.747388794568,"Unoccupied"
"31","C0028_U1",0.009,0,0.991,0,28,35.3966924848231,1.93845509734143,0,0,0,0,0,0,0,0,40.64050074,159.064448755595,"Unoccupied"
"32","C0028_U3",0.248,0,0.752,0,28,31.1847666875915,2.28834484201716,0,0,0,0,0,0,0,0,40.64869384,75.6936390166837,"Unoccupied"
"33","C0029_U1",0.508,0,0.492,0,29,36.516959798995,2.19493299832496,0,0,0,0,0,0,0,0,40.64899089,-154.517194979516,"Occupied"
"34","C0029_U2",0.47,0,0.53,0,29,31.7321764582898,1.25235208028434,0,0,0,0,0,0,0,0,40.64958865,-123.309657325948,"Occupied"
"35","C0031_U1",0.025,0,0.975,0,31,52.1490696215764,2.60296884800335,0,0,0,0,0,0,0,0,40.57227894,160.591474803859,"Unoccupied"
"36","C0031_U3",0.036,0,0.964,0,31,46.7231862847585,2.94020489232699,0,0,0,0,0,0,0,0,40.56715257,189.528589413636,"Unoccupied"
"37","C0036_U1",0.314,0,0.686,0,36,31.7950648264325,2.77394395650356,0,0,0,0,0,0,0,0.529839883551674,40.04043736,158.743078949841,"Unoccupied"
"38","C0036_U3",0.234,0.021,0.745,0,36,26.8643111018189,3.29312147187957,0,0,0.00290275761973875,0,0,0,0.277213352685051,0.253991291727141,40.04164727,252.604513827696,"Unoccupied"
"39","C0037_U1",0.104,0.028,0.868,0,37,35.5024053545283,3.47646935787492,0,0,0,0,0,0,0,0,40.11067167,501.201323698601,"Occupied"
"40","C0037_U2",0.092,0,0.908,0,37,41.1754606365159,3.34882747068677,0,0,0,0,0,0,0,0,40.11664794,448.527679687459,"Unoccupied"
"41","C0038_U1",0,0,0.893,0,38,51.5987034713509,3.56127143454622,0,0,0,0,0,0,0,0,40.11873726,14.6356677865684,"Unoccupied"
"42","C0038_U3",0.004,0,0.985,0,38,60.0660811375993,2.66833960685905,0,0,0,0,0,0,0,0,40.12785484,110.027435112378,"Unoccupied"
"43","C0039_U1",0.011,0,0.989,0,39,49.8788767812238,2.79337803855826,0,0,0,0,0,0,0,0,40.13778738,491.510951011068,"Unoccupied"
"44","C0039_U3",0.006,0,0.994,0,39,49.1586336965633,3.55616093880972,0,0,0,0,0,0,0,0,40.14284253,396.247060979863,"Unoccupied"
"45","C0040_U1",0,0,1,0,40,48.1641572563781,2.96800501882058,0,0,0,0,0,0,0,0,40.31084306,-34.9391245057392,"Unoccupied"
"46","C0040_U2",0.009,0,0.991,0,40,49.3437173322183,3.18586661091365,0,0,0,0,0,0,0,0,40.31284137,-26.9567185072521,"Unoccupied"
"47","C0041_U1",0.017,0,0.983,0,41,43.392797319933,3.2858040201005,0,0,0,0,0,0,0,0,40.59909129,345.024718238856,"Unoccupied"
"48","C0041_U2",0.178,0.038,0.784,0,41,35.7499477315492,2.90194438636839,0,0,0,0,0,0,0,0,40.607316,298.115609285863,"Unoccupied"
"49","C0042_U1",0.229,0.009,0.762,0,42,32.7714046472682,2.91186937408415,0,0,0,0,0,0,0,0,40.62705733,178.031483919902,"Unoccupied"
"50","C0042_U2",0.383,0.061,0.557,0,42,27.8463312368973,2.59727463312369,0,0,0,0,0,0,0,0,40.63045713,165.227001294214,"Unoccupied"
"51","C0043_U1",1,0,0,0,43,16.0821660045996,0.990591678862639,0,0,0.897435897435897,0,0,0,0.102564102564103,0,40.73602048,208.727239873338,"Occupied"
"52","C0043_U2",0.721,0.023,0.256,0,43,30.5289550986152,2.42950062945867,0,0,0.538461538461538,0,0,0,0.448717948717949,0,40.7318676,248.261591214695,"Unoccupied"
"53","C0044_U1",0.906,0.089,0.006,0,44,7.42280334728033,0.832426778242678,0,0,0.457796852646638,0,0,0,0.542203147353362,0,40.77678032,-66.7660170217367,"Occupied"
"54","C0044_U3",0.956,0.044,0,0,44,3.06544010035543,0.305874973865775,0,0,0.877873563218391,0,0,0,0.122126436781609,0,40.76739923,-97.9987146956807,"Occupied"
"55","C0045_U1",0,0,1,0,45,56.1949790794979,2.05,0,0,0,0,0,0,0,0,40.1225592,-244.085729033553,"Unoccupied"
"56","C0045_U2",0.127,0,0.873,0,45,51.7353310980721,2.16554903604359,0,0,0.00286532951289398,0,0,0,0.0444126074498567,0,40.11538407,-342.511471779029,"Unoccupied"
"57","C0046_U1",0.002,0,0.998,0,46,52.7022613065327,2.08375209380235,0,0,0,0,0,0,0,0,39.95783503,364.919745198945,"Unoccupied"
"58","C0046_U2",0.062,0,0.938,0,46,48.3516621367343,2.27242316537738,0,0,0,0,0,0,0,0,39.96207217,417.280248672789,"Unoccupied"
"59","C0048_U4",0.023,0.011,0.958,0,48,49.2169811320755,2.85450733752621,0,0,0,0,0,0,0,0,39.9189155,239.577090585075,"Unoccupied"
"60","C0048_U5",0.146,0.013,0.83,0,48,38.7292887029289,2.52531380753138,0,0,0,0,0,0,0,0,39.91671595,244.429500004021,"Unoccupied"
"61","C0050_U1",0,0,0.947,0,50,62.2319296040226,2.07500523779594,0,0,0,0,0,0,0,0,39.99194978,412.310539830571,"Unoccupied"
"62","C0050_U3",0,0,0.942,0,50,60.0613869683637,1.99245757385292,0,0,0,0.0618705035971223,0,0,0,0.166906474820144,39.98820074,421.768919477879,"Unoccupied"
"63","C0051_U1",0.017,0,0.983,0,51,55.2860727728984,2.45503973232957,0,0,0,0,0,0,0,0,39.93969437,330.967998179136,"Unoccupied"
"64","C0051_U2",0.017,0,0.96,0,51,48.9991652754591,2.68468280467446,0,0,0,0,0,0,0,0,39.94416425,253.116690177882,"Unoccupied"
"65","C0052_U1",0.091,0.006,0.903,0,52,51.7930962343096,1.34748953974895,0,0,0,0,0,0,0,0,40.00778032,80.7101281980372,"Unoccupied"
"66","C0052_U4",0.051,0,0.949,0,52,51.8680075424261,1.44165095327886,0,0,0,0,0,0,0,0.00432900432900433,40.00321522,136.015817072573,"Occupied"
"67","C0055_U1",0,0,1,0,55,41.502510460251,2.89623430962343,0,0,0,0,0,0,0,0,40.08761642,353.187111040699,"Unoccupied"
"68","C0055_U2",0,0,1,0,55,40.0897301819703,2.90608659276302,0,0,0,0,0,0,0,0,40.08106764,328.385648054422,"Occupied"
"69","C0056_U1",0.015,0,0.985,0,56,50.981365159129,3.04417922948074,0,0,0,0.00427960057061341,0,0,0,0.225392296718973,40.13123954,501.063225604736,"Occupied"
"70","C0056_U2",0.059,0,0.941,0,56,58.0343815513627,2.39832285115304,0,0,0,0,0,0,0,0,40.13724467,591.943409636261,"Unoccupied"
"71","C0060_U1",0.095,0,0.905,0,60,53.0783082077052,2.08898659966499,0,0,0,0,0,0,0,0,40.28040321,152.482876876798,"Unoccupied"
"72","C0060_U3",0.198,0,0.802,0,60,40.0379295892707,2.61797988264878,0,0,0,0,0,0,0,0,40.29337707,108.573357914335,"Unoccupied"
"73","C0062_U1",0,0,1,0,62,50.5604441650953,3.60569872197779,0,0,0,0,0,0,0,0,40.39785093,176.507096109639,"Occupied"
"74","C0062_U2",0.004,0,0.983,0,62,46.4800922045264,3.09157585917854,0,0,0,0,0,0,0,0,40.39083521,164.909974700101,"Occupied"
"75","C0063_U1",0,0,0.873,0,63,47.5310734463277,2.5107763130362,0,0,0,0,0,0,0,0,40.39327547,171.886385111966,"Occupied"
"76","C0063_U2",0,0,0.943,0,63,51.6311372219891,3.59085186739404,0,0,0,0,0,0,0,0,40.38692196,150.447941273366,"Occupied"
"77","C0064_U2",0,0,0.996,0,64,49.4748066067322,2.99895463098474,0,0,0,0,0,0,0,0,40.38993531,200.843088878931,"Occupied"
"78","C0064_U3",0.023,0,0.972,0,64,51.7867447208865,2.68576207401213,0,0,0,0,0,0,0,0,40.39624946,248.101967591451,"Occupied"
"79","C0066_U2",0.013,0,0.765,0,66,36.4597532929124,2.11289985364834,0,0,0,0,0,0,0,0,40.43351266,451.410904946235,"Occupied"
"80","C0066_U3",0.002,0,0.888,0,66,42.5216572504708,2.46160284578364,0,0,0,0,0,0,0,0,40.4293193,438.031669489807,"Unoccupied"
"81","C0070_U1",0.099,0,0.901,0,70,78.6389295421284,1.50700397240226,0.683526011560694,0,0,0,0.313583815028902,0,0,0,39.71384594,-860.972687894724,"Occupied"
"82","C0070_U3",0,0.132,0.863,0.006,70,83.0037656903766,1.71548117154812,0.757575757575758,0,0,0,0.240981240981241,0.305916305916306,0,0,39.7207602,-789.577862611871,"Unoccupied"
"83","C0072_U2",0.034,0.044,0.873,0,72,45.6502195274932,1.6669454317374,0.614718614718615,0,0,0,0.385281385281385,0,0,0,39.79768568,-59.2545642994331,"Occupied"
"84","C0076_U1",0.136,0,0.651,0,76,69.9344639865997,2.78036013400335,0,0,0,0.0545977011494253,0,0.0014367816091954,0,0.945402298850575,39.83832961,-455.09901654521,"Unoccupied"
"85","C0076_U3",0.089,0.1,0.629,0,76,67.1442609241062,2.79531674681162,0,0,0,0.0432276657060519,0,0.167146974063401,0,0.956772334293948,39.83489231,-430.950827555103,"Occupied"
"86","C0077_U1",0.161,0,0.839,0,77,73.4720535901193,1.98995185262717,0,0,0,0.122832369942197,0,0,0,0.455202312138728,39.89810089,30.0711764968292,"Unoccupied"
"87","C0077_U2",0.218,0,0.782,0,77,62.3734788082249,1.90537138061267,0,0,0,0.157287157287157,0,0,0,0.603174603174603,39.90062225,-56.2543674498918,"Occupied"
"88","C0078_U1",0,0,1,0,78,67.6071503240644,2.06585824796153,0.273516642547033,0,0,0,0.725036179450072,0,0,0.127351664254703,39.87431083,109.845814981746,"Occupied"
"89","C0078_U2",0.009,0,0.991,0,78,55.4651600753296,2.4385854781335,0.348265895953757,0,0,0.00144508670520231,0.651734104046243,0,0,0.390173410404624,39.87018523,164.195789719931,"Occupied"
"90","C0079_U2",0.632,0,0.368,0,79,42.4785250366646,2.93148962916405,0,0,0.480575539568345,0,0,0,0.489208633093525,0,40.15963222,-44.0239896977872,"Occupied"
"91","C0080_U1",0.419,0.006,0.575,0,80,39.8253768844221,3.20184254606365,0,0,0.0505050505050505,0,0,0,0.528138528138528,0,40.08794032,152.330986156041,"Occupied"
"92","C0080_U3",0.118,0,0.882,0,80,44.5749529583943,2.58394313192557,0,0,0.00288600288600289,0,0,0,0.128427128427128,0,40.08715923,253.896042437826,"Occupied"
"93","C0081_U1",0.053,0,0.947,0,81,68.751572327044,1.80062893081761,0,0,0,0,0,0,0,0,40.01094022,-383.298316215779,"Unoccupied"
"94","C0081_U2",0,0,1,0,81,72.9744929960276,1.42776500104537,0,0,0,0,0,0,0,0,40.01194242,-466.072224561124,"Unoccupied"
"95","C0083_U1",0.045,0,0.955,0,83,45.3176298157454,1.68237018425461,0.57841726618705,0,0,0,0.42158273381295,0.00431654676258993,0,0,39.87788458,467.117916905364,"Occupied"
"96","C0084_U1",0.074,0,0.758,0.009,84,53.4695797616559,2.49111436337027,0,0,0,0,0,0,0,0,39.94126651,-96.7195283422734,"Unoccupied"
"97","C0088_U1",0.6,0,0.4,0,88,33.4256077116513,1.05385582564962,0,0,0,0,0,0,0,0,39.9996925,-143.916825477134,"Unoccupied"
"98","C0088_U2",0.579,0,0.421,0,88,30.1829778335425,0.818904224173986,0,0,0,0,0,0,0,0,40.00355908,-99.0736318215981,"Occupied"
"99","C0089_U3",0.12,0,0.88,0,89,50.9504495086766,2.09011080911562,0,0,0,0,0,0,0,0,40.05657715,63.0768430857392,"Unoccupied"
"100","C0092_U1",0.573,0.035,0.392,0,92,27.502510460251,3.06464435146444,0,0,0.116212338593974,0,0,0,0.87661406025825,0,40.16255119,119.463309849888,"Occupied"
"101","C0092_U4",0.61,0.028,0.362,0,92,33.7601923478988,2.83253188375497,0,0,0.0817790530846485,0,0,0,0.913916786226686,0,40.1632764,88.1666450593813,"Occupied"
"102","C0093_U1",0.006,0,0.994,0,93,50.5605775266792,3.01590290855828,0,0,0,0,0,0,0,0,40.61001448,283.524478166318,"Unoccupied"
"103","C0093_U3",0.047,0,0.953,0,93,52.4188624006692,2.49079882894187,0,0,0,0,0,0,0,0,40.62003275,297.572916736397,"Occupied"
"104","C0096_U3",0.011,0,0.913,0,96,63.9353015075377,1.65766331658291,0,0,0,0,0,0,0,0,39.92550197,-364.908060426711,"Unoccupied"
"105","C0097_U1",0.29,0,0.701,0,97,36.796106342893,3.59953945991208,0.0487106017191977,0,0,0.0429799426934097,0.0873925501432665,0,0,0.934097421203438,40.27276837,481.368882933453,"Occupied"
"106","C0097_U2",0.506,0,0.477,0,97,31.5235208028434,1.94647710641857,0.388252148997135,0,0,0.346704871060172,0.570200573065903,0,0,0.650429799426934,40.27658919,469.894987434925,"Occupied"
"107","C0099_U1",0.827,0.173,0,0,99,5.85490278068158,0.220363788417311,0,0,0.459343794579173,0,0,0,0.53922967189729,0,40.7731267,-60.7400821818936,"Occupied"
"108","C0099_U2",0.901,0.099,0,0,99,4.24144407345576,0.285893155258765,0,0,0.730385164051355,0,0,0,0.269614835948645,0,40.76893501,-51.1688789540351,"Occupied"
"109","C0100_U1",0,0,0.983,0,100,65.3762832600042,2.69348418185627,0,0,0,0,0,0,0,0,40.68849936,176.508119857979,"Unoccupied"
"110","C0100_U3",0.03,0,0.92,0,100,67.7639063153492,2.29443747386031,0,0,0,0,0,0,0,0,40.69729342,184.088120666545,"Unoccupied"
"111","C0101_U1",0.006,0,0.994,0,101,43.839648314842,4.3583839229642,0,0,0,0,0,0,0,0,40.57491817,468.504203203323,"Unoccupied"
"112","C0101_U2",0.03,0,0.964,0,101,44.9780196776219,3.66003768055265,0,0,0,0,0,0,0,0.44269340974212,40.57828337,356.116371339513,"Unoccupied"
"113","C0102_U1",0,0.034,0.966,0,102,49.7797781034122,2.00983881096923,0,0,0,0,0,0,0,0,40.49854098,116.04110992422,"Unoccupied"
"114","C0102_U3",0.042,0,0.958,0,102,53.0625130671127,2.42964666527284,0,0,0,0,0,0,0,0,40.50569267,226.252287617455,"Unoccupied"
"115","C0103_U1",0,0,1,0,103,42.6966268594176,3.70312172637754,0,0,0,0,0,0,0,0,40.44926026,250.12175666955,"Unoccupied"
"116","C0103_U3",0.023,0,0.977,0,103,42.312826951245,3.62523540489642,0,0,0,0,0,0,0,0,40.45912465,237.21155647933,"Unoccupied"
"117","C0104_U1",0.004,0,0.996,0,104,41.1727463312369,2.18155136268344,0,0,0,0,0,0,0,0,40.41226804,375.163436984324,"Occupied"
"118","C0104_U2",0,0,0.972,0,104,39.4317374033034,2.42316537737821,0,0,0,0,0,0,0,0,40.41321128,386.520386485575,"Unoccupied"
"119","C0107_U1",0.104,0,0.896,0,107,33.9473134016308,2.72904035124399,0,0,0,0,0,0,0,0,40.37936166,312.163561994146,"Occupied"
"120","C0107_U3",0.066,0,0.934,0,107,51.9675460636516,2.85113065326633,0,0,0,0,0,0,0,0,40.36707513,290.524319880818,"Occupied"
"121","C0108_U1",0.002,0,0.998,0,108,54.9564124056999,2.2615255658005,0,0,0,0,0,0,0,0,40.36994401,207.666562000357,"Unoccupied"
"122","C0108_U2",0.089,0,0.911,0,108,52.6725329981144,1.93107060548921,0,0,0,0,0,0,0,0,40.36868894,206.982007927052,"Unoccupied"
"123","C0111_U1",0,0,0.864,0,111,49.2564962279966,3.05155071248952,0,0,0,0,0,0,0,0,40.2606583,-76.4525858524085,"Unoccupied"
"124","C0111_U3",0.038,0,0.838,0,111,43.7788240217619,2.88261142498431,0,0,0,0,0,0,0,0,40.24963618,-95.9356687307457,"Occupied"
"125","C0113_U1",0.569,0,0.431,0,113,46.7867001254705,1.4935173567545,0,0,0,0.481159420289855,0,0,0,0.518840579710145,40.19079679,-195.426196656538,"Unoccupied"
"126","C0113_U2",0.927,0,0.073,0,113,39.9414225941423,0.797489539748954,0,0,0,0.894049346879536,0,0,0,0.105950653120464,40.19417484,-152.088474076414,"Occupied"
"127","C0114_U1",0,0,1,0,114,38.33256496228,4.55720871751886,0,0,0,0,0,0,0.151515151515152,0,40.13376461,246.740161424562,"Unoccupied"
"128","C0114_U3",0.011,0,0.964,0,114,48.608286252354,2.8200460347353,0,0,0,0,0,0,0,0,40.12789008,248.964475687384,"Occupied"
"129","C0115_U1",0,0,1,0,115,67.1221757322176,2.51255230125523,0,0,0,0,0,0,0,0,40.13433968,-76.2959928130771,"Unoccupied"
"130","C0115_U2",0,0,1,0,115,64.7123430962343,3.1652719665272,0,0,0,0,0,0,0,0,40.12934777,-27.9432479681632,"Unoccupied"
"131","C0117_U1",0,0,1,0,117,64.9236721037223,2.14324550397323,0,0,0,0,0,0,0,0,40.0836089,127.529093861084,"Unoccupied"
"132","C0117_U3",0,0,1,0,117,64.1902571607777,2.13736148860548,0,0,0,0,0,0,0,0,40.09249913,129.146224884221,"Unoccupied"
"133","C0118_U1",0.706,0.002,0.292,0,118,39.4640687198827,2.12382149591452,0,0,0,0.126269956458636,0,0,0,0.820029027576197,39.89020405,-229.849914966283,"Unoccupied"
"134","C0118_U2",0.842,0,0.158,0,118,44.3100272137325,1.73686414067406,0,0,0,0.23021582733813,0,0,0,0.76978417266187,39.88325597,-329.180906574504,"Occupied"
"135","C0119_U1",0.051,0.068,0.804,0,119,55.9671685487244,2.63571727310749,0,0.0188679245283019,0.0333817126269956,0,0,0.51233671988389,0.177068214804064,0,40.04389381,-168.722274532968,"Unoccupied"
"136","C0120_U1",0.009,0,0.991,0,120,60.4755025125628,2.3930067001675,0,0,0,0,0,0,0,0,40.00774333,-207.162860412737,"Unoccupied"
"137","C0120_U3",0,0,1,0,120,60.4643755238894,2.191743503772,0,0,0,0,0,0,0,0,40.01044297,-287.144798308545,"Unoccupied"
"138","C0121_U1",0.002,0,0.998,0,121,49.1620263763869,2.62110110948294,0,0,0,0,0,0,0,0,40.02112191,238.156138239823,"Occupied"
"139","C0121_U3",0,0,1,0,121,58.0501468736886,2.6802349979018,0,0,0,0,0,0,0,0,40.01994364,177.459539108696,"Unoccupied"
"140","C0124_U3",0.011,0,0.989,0,124,69.9148132605959,1.35354595048259,0,0,0,0,0,0,0,0,39.94385235,60.9331520359097,"Unoccupied"
"141","C0124_U4",0,0,0.996,0.004,124,81.9880803011292,1.12505227938101,0,0,0,0,0,0,0,0,39.93697253,-141.598099641884,"Unoccupied"
"142","C0125_U1",0.244,0,0.756,0,125,49.0114990591679,1.77942713777964,0,0,0,0,0,0,0,0,39.79638426,13.8640181301333,"Unoccupied"
"143","C0127_U1",0.008,0,0.992,0,127,74.2452435709806,1.80681580597951,0,0,0,0,0,0,0,0,39.68358379,1.74664033467111,"Occupied"
"144","C0127_U2",0,0,1,0,127,73.9047917974472,1.61979493617912,0,0,0,0,0,0,0,0,39.69407679,-14.3222039475546,"Unoccupied"
"145","C0128_U3",0,0,0.994,0.006,128,76.7846539828559,1.68722559063349,0,0,0,0,0,0,0,0,39.64643281,-199.433052566554,"Unoccupied"
"146","C0129_U1",0,0,1,0,129,84.0804934141752,1.32260087810997,1,0,0,0,0,0,0,0,39.60975183,-742.415587572104,"Unoccupied"
"147","C0129_U2",0,0,0.998,0,129,86.6898787118361,1.2883730656629,0.998546511627907,0,0,0,0.00145348837209302,0,0,0,39.61452848,-802.450838155548,"Unoccupied"
"148","C0130_U1",0,0,0.94,0,130,86.433354258213,1.53693241263863,0,0,0,0,0,0,0,0,39.57311399,-337.146504161326,"Unoccupied"
"149","C0130_U3",0,0,0.996,0,130,84.6501781597149,1.48438482498428,0,0,0,0,0,0,0,0,39.5659503,-427.810941937199,"Unoccupied"
"150","C0131_U1",0.006,0,0.994,0,131,84.2838912133891,1.44393305439331,0,0,0,0,0,0,0,0,39.53126792,-765.25790733993,"Unoccupied"
"151","C0131_U3",0,0,1,0,131,85.5195484005854,1.1095546727995,0.0665701881331404,0,0,0,0.11287988422576,0,0,0,39.53628517,-743.124546147781,"Unoccupied"
"152","C0132_U1",0.036,0,0.886,0,132,84.1379815745394,2.13149078726968,0,0,0,0,0,0.0101892285298399,0,0.27802037845706,39.41367826,-812.87418508098,"Unoccupied"
"153","C0133_U1",0.047,0,0.944,0,133,72.6220455971554,2.50156870947501,0,0,0.00436681222707424,0,0,0,0.173216885007278,0.432314410480349,39.50496943,-638.637944120416,"Unoccupied"
"154","C0134_U1",0,0,0.994,0.006,134,86.2174367551746,2.19632030106628,0,0,0,0,0.324599708879185,0,0,0,39.45035266,-821.95216776114,"Unoccupied"
"155","C0134_U3",0,0,1,0,134,87.2594300083822,2.19321039396479,0.00577200577200577,0,0,0,0.229437229437229,0,0,0,39.45834282,-775.111439679537,"Unoccupied"
"156","C0135_U1",0,0,0.789,0,135,81.1614255765199,2.68993710691824,0,0,0,0,0,0.10672514619883,0,0,39.46249472,-726.197326872543,"Unoccupied"
"157","C0135_U3",0,0,0.897,0.008,135,80.8642467477969,1.90663029794377,0,0,0,0,0,0,0,0,39.47426479,-785.983540255784,"Unoccupied"
"158","C0136_U2",0.006,0,0.975,0.019,136,86.4536707801715,1.57247437774524,0,0,0,0,0,0,0,0,39.54223512,-580.150233535564,"Occupied"
"159","C0136_U3",0.002,0,0.998,0,136,88.6085409252669,1.29202428302282,0,0,0,0,0,0,0.0335766423357664,0,39.54007874,-526.082597634373,"Occupied"
"160","C0137_U1",0,0,1,0,137,80.3558539655896,1.69282417121276,0,0,0,0,0,0,0,0,39.52329285,-509.682865771174,"Unoccupied"
"161","C0137_U2",0.011,0,0.989,0,137,86.5663606010017,1.46285475792988,0,0,0,0,0,0,0,0,39.51607504,-561.420559109592,"Unoccupied"
"162","C0138_U1",0.425,0.026,0.549,0,138,63.2240150880134,1.46479463537301,0,0,0.322720694645441,0,0,0,0.0535455861070912,0,39.52655808,-833.896847390689,"Occupied"
"163","C0138_U2",0,0,1,0,138,78.345260514752,1.62858338564553,0,0,0,0,0,0,0,0,39.52567042,-808.964595619464,"Unoccupied"
"164","C0140_U1",0,0,0.897,0,140,82.108040201005,1.57391122278057,0,0,0,0,0,0,0,0,39.61698196,-256.877141472375,"Unoccupied"
"165","C0140_U2",0.025,0,0.962,0.013,140,77.2662066081138,1.33647009619406,0,0,0,0,0,0,0,0,39.60965576,-442.81630222895,"Unoccupied"
"166","C0142_U1",0.08,0,0.92,0,142,68.5590633493623,1.97825632448254,0.193313953488372,0,0,0,0.70203488372093,0,0,0,39.62762442,-273.597457196661,"Occupied"
"167","C0142_U3",0.004,0,0.996,0,142,79.4888145515367,2.29939368597115,0.105109489051095,0,0,0,0.623357664233577,0,0,0,39.61437403,-300.284773276899,"Unoccupied"
"168","C0144_U1",0.007,0.024,0.968,0,144,62.564344005022,1.64825277254656,0.248563218390805,0,0,0,0.716954022988506,0,0,0,39.65101026,-201.35418855929,"Occupied"
"169","C0144_U2",0.006,0.015,0.979,0,144,76.0681580597951,1.852602968848,0.716763005780347,0,0,0,0.271676300578035,0,0,0,39.64835837,-196.724275816706,"Occupied"
"170","C0145_U1",0.245,0,0.715,0,145,61.3746078226312,1.68855887889563,0,0,0,0,0,0,0,0,39.67366109,-107.586489203262,"Unoccupied"
